service_code,prefix_type,hierarchy_idx,global_idx,description
16.2.9.8.25.,5,95,1614,16.2.9.8.25. Припасовывание защитной пластинки
16.2.9.8.26.,5,95,1615,16.2.9.8.26. Припасовывание обтуратора и преформированной пластинки (в роддоме)
16.2.9.8.27.,5,95,1616,""16.2.9.8.27. Оформление справки на инвалидность
16.2.9.8.28.,5,95,1617,16.2.9.8.28. Снятие и анализ окклюдограммы
16.2.9.8.3.,5,95,1618,""16.2.9.8.3. Укрепление ортодонтических деталей на эмали зубов с помощью фотополимерных  материалов (из расчета на одну деталь)
16.2.9.8.4.,5,95,1619,16.2.9.8.4. Фиксация каждого следующего брекета
16.2.9.8.5.,5,95,1620,""16.2.9.8.5. Повторная фиксация одной детали (кольцо
16.2.9.8.6.,5,95,1621,16.2.9.8.6. Наложение и фиксация одной детали NiTi-дуги
16.2.9.8.7.,5,95,1622,16.2.9.8.7. Наложение  стальной  дуги
16.2.9.8.8.,5,95,1623,16.2.9.8.8. Наложение одной лигатуры или одного звена цепочки
16.2.9.8.9.,5,95,1624,""16.2.9.8.9. Активирование одного элемента Эджуайз
16.2.9.9.,5,95,1625,16.2.9.9. Зуботехнические работы
16.2.9.9.1.,5,95,1626,16.2.9.9.1. Рабочая  модель с оформлением цоколя
16.2.9.9.10.,5,95,1627,16.2.9.9.10. Дуга вестибулярная с дополнительными изгибами
16.2.9.9.11.,5,95,1628,16.2.9.9.11. Пружина
16.2.9.9.12.,5,95,1629,16.2.9.9.12. Зуб пластмассовый простой
16.2.9.9.13.,5,95,1630,16.2.9.9.13. Установка винта
16.2.9.9.14.,5,95,1631,16.2.9.9.14. Пластинка вестибулярная
16.2.9.9.15.,5,95,1632,16.2.9.9.15. Пластинка с окклюзионными накладками
16.2.9.9.16.,5,95,1633,16.2.9.9.16. Пластинка с заслоном для языка (без кламмеров)
16.2.9.9.17.,5,95,1634,16.2.9.9.17. Аппарат Андрезена-Гойпля
16.2.9.9.18.,5,95,1635,16.2.9.9.18. Аппарат Френкля
16.2.9.9.19.,5,95,1636,16.2.9.9.19. Аппарат Брюкля
16.2.9.9.2.,5,95,1637,16.2.9.9.2. Коронка ортодонтическая
16.2.9.9.20.,5,95,1638,16.2.9.9.20. Починка аппарата:
16.2.9.9.20.1.,5,95,1639,16.2.9.9.20.1. Перелом базиса аппарата
16.2.9.9.20.2.,5,95,1640,16.2.9.9.20.2. Замена элементов (крепление)
16.2.9.9.20.3.,5,95,1641,16.2.9.9.20.3. Замена двух элементов (крепление)
16.2.9.9.21.,5,95,1642,16.2.9.9.21. Изготовление Осаму-ретейнера:
16.2.9.9.21.1.,5,95,1643,16.2.9.9.21.1. Изготовление Осаму-ретейнера по стандартным моделям
16.2.9.9.21.2.,5,95,1644,16.2.9.9.21.2. Изготовление Осаму-ретейнера по SET-up
16.2.9.9.22.,5,95,1645,16.2.9.9.22. Изготовление элайнера:
16.2.9.9.22.1.,5,95,1646,16.2.9.9.22.1. Изготовление элайнера по стандартным моделям
16.2.9.9.22.2.,5,95,1647,16.2.9.9.22.2. Изготовление элайнера по SET-up
16.2.9.9.23.,5,95,1648,16.2.9.9.23. Изготовление позиционера:
16.2.9.9.23.1.,5,95,1649,16.2.9.9.23.1. Изготовление позиционера по стандартным моделям
16.2.9.9.23.2.,5,95,1650,16.2.9.9.23.2. Изготовление позиционера по SET-up
16.2.9.9.3.,5,95,1651,16.2.9.9.3. Кольцо ортодонтическое
16.2.9.9.4.,5,95,1652,16.2.9.9.4. Спайка
16.2.9.9.5.,5,95,1653,16.2.9.9.5. Ортодонтическая пластинка базисная без элементов
16.2.9.9.6.,5,95,1654,16.2.9.9.6. Кламмер круглый
16.2.9.9.7.,5,95,1655,16.2.9.9.7. Кламмер Адамса
16.2.9.9.8.,5,95,1656,16.2.9.9.8. Пелот на металлическом каркасе
16.2.9.9.9.,5,95,1657,16.2.9.9.9. Дуга вестибулярная
16.3.,5,95,1658,16.3. Общепрофильные виды работ
16.3.1.,5,95,1659,16.3.1. Витальное окрашивание твердых тканей зуба
16.3.10.,5,95,1660,16.3.10. Инъекционное введение лекарственных препаратов в
16.3.11.,5,95,1661,16.3.11. Назначение лекарственных препаратов при заболеваниях полости рта и зубов
16.3.12.,5,95,1662,16.3.12. Назначение диетической терапии при заболеваниях полости рта и зубов
16.3.13.,5,95,1663,16.3.13. Назначение лечебно- оздоровительного режима при заболеваниях полости рта и зубов
16.3.14.,5,95,1664,16.3.14. Электроодонтометрия
16.3.15.,5,95,1665,16.3.15. Обучение гигиене полости рта
16.3.2.,5,95,1666,16.3.2. Определение индексов гигиены полости рта
16.3.3.,5,95,1667,16.3.3. Определение пародонтальных индексов
16.3.4.,5,95,1668,16.3.4. Проводниковая анестезия
16.3.5.,5,95,1669,16.3.5. Аппликационная анестезия
16.3.6.,5,95,1670,16.3.6. Инфильтрационная анестезия
16.3.7.,5,95,1671,16.3.7. Описание и интерпретация рентгенографических  изображений
16.3.8.,5,95,1672,16.3.8. Взятие образца биологического материала из очагов поражения органов рта
16.3.9.,5,95,1673,16.3.9. Получение соскоба с эрозивно- язвенных элементов кожи  и слизистых оболочек
16.4.,5,95,1674,16.4. Терапевтическая стоматология
16.4.1.,5,95,1675,""16.4.1. Прием (осмотр
16.4.10.,5,95,1676,""16.4.10. Прием (осмотр
16.4.11.,5,95,1677,""16.4.11. Диспансерный прием (осмотр
16.4.12.,5,95,1678,""16.4.12. Профилактический прием (осмотр
16.4.13.,5,95,1679,""16.4.13. Прием (осмотр
16.4.14.,5,95,1680,""16.4.14. Прием (осмотр
16.4.15.,5,95,1681,16.4.15. Люминесцентная стоматоскопия
16.4.16.,5,95,1682,16.4.16. Введение лекарственных препаратов в пародонтальный карман
16.4.17.,5,95,1683,16.4.17. Аппликация лекарственного препарата на слизистую оболочку полости рта
16.4.18.,5,95,1684,16.4.18. Профессиональное отбеливание зубов
16.4.19.,5,95,1685,16.4.19. Профессиональная гигиена полости рта и зубов
16.4.2.,5,95,1686,""16.4.2. Прием (осмотр
16.4.20.,5,95,1687,16.4.20. Запечатывание фиссуры  зуба герметиком
16.4.21.,5,95,1688,16.4.21. Сошлифовывание твердых тканей одного зуба
16.4.22.,5,95,1689,16.4.22. Глубокое фторирование эмали одного зуба
16.4.23.,5,95,1690,16.4.23. Применение метода серебрения одного зуба
16.4.24.,5,95,1691,16.4.24. Местное применение реминирализующих препаратов в области одного зуба
16.4.25.,5,95,1692,16.4.25. Наложение лечебной повязки при заболеваниях слизистой оболочки полости рта и пародонта в области одной челюсти
16.4.26.,5,95,1693,""16.4.26. Восстановление зуба пломбой  I
16.4.27.,5,95,1694,""16.4.27. Восстановление зуба пломбой  I
16.4.28.,5,95,1695,""16.4.28. Восстановление зуба пломбой с нарушением контактного пункта
16.4.29.,5,95,1696,""16.4.29. Восстановление зуба пломбой с нарушением контактного пункта
16.4.3.,5,95,1697,""16.4.3. Диспансерный прием (осмотр
16.4.30.,5,95,1698,16.4.30. Восстановление зуба IV класс по Блэку с использованием стеклоиномерных  цементов
16.4.31.,5,95,1699,16.4.31. Восстановление зуба IV класса по Блэку с использованием материалов химического отверждения
16.4.32.,5,95,1700,""16.4.32. Восстановление одного зуба пломбой из амальгамы  I
16.4.33.,5,95,1701,16.4.33. Восстановление одного зуба пломбой из амальгамы  II класса по Блеку
16.4.34.,5,95,1702,16.4.34. Наложение временной пломбы
16.4.35.,5,95,1703,16.4.35. Снятие  временной пломбы
16.4.36.,5,95,1704,""16.4.36. Трепанация зуба
16.4.37.,5,95,1705,16.4.37. Пломбирование одного корневого канала зуба пастой
16.4.38.,5,95,1706,16.4.38. Наложение девитализирующей пасты
16.4.39.,5,95,1707,16.4.39. Пульпотомия (ампутация коронковой пульпы)
16.4.4.,5,95,1708,""16.4.4. Профилактический прием (осмотр
16.4.40.,5,95,1709,16.4.40. Экстирпация пульпы
16.4.41.,5,95,1710,16.4.41. Временное шинирование  при заболеваниях пародонта
16.4.42.,5,95,1711,16.4.42. Удаление наддесневых и поддесневых зубных отложений в области одного зуба  ручным методом
16.4.43.,5,95,1712,16.4.43. Избирательное полирование  зуба
16.4.44.,5,95,1713,16.4.44. Инструментальная и медикаментозная обработка одного хорошо проходимого  корневого канала
16.4.45.,5,95,1714,16.4.45. Инструментальная и медикаментозная обработка одного плохо проходимого корневого канала
16.4.46.,5,95,1715,16.4.46. Временное пломбирование лекарственным  препаратом одного  корневого канала (1 канал)
16.4.47.,5,95,1716,16.4.47. Закрытый кюретаж при заболеваниях пародонта в области 1 зуба
16.4.48.,5,95,1717,16.4.48. Распломбировка  корневого канала ранее леченного  пастой
16.4.49.,5,95,1718,16.4.49. Распломбировка одного корневого канала ранее леченного фосфат- цементом (резорцин- формальдегидным методом)
16.4.5.,5,95,1719,""16.4.5. Прием (осмотр
16.4.6.,5,95,1720,""16.4.6. Прием (осмотр
16.4.7.,5,95,1721,""16.4.7. Диспансерный прием (осмотр
16.4.8.,5,95,1722,""16.4.8. Профилактический прием (осмотр
16.4.9.,5,95,1723,""16.4.9. Прием (осмотр
16.5.,5,95,1724,16.5. Хирургическая стоматология
16.5.1.,5,95,1725,""16.5.1. Прием (осмотр
16.5.10.,5,95,1726,16.5.10. Биопсия тканей губы
16.5.11.,5,95,1727,16.5.11. Пункция кисты полости рта
16.5.12.,5,95,1728,16.5.12. Бужирование протоков слюнных желез
16.5.13.,5,95,1729,16.5.13. Пункция слюнной железы
16.5.14.,5,95,1730,16.5.14. Пункция тканей полости рта
16.5.15.,5,95,1731,16.5.15. Пункция языка
16.5.16.,5,95,1732,16.5.16. Биопсия слизистой ротоглотки
16.5.17.,5,95,1733,16.5.17. Пункция губы
16.5.18.,5,95,1734,16.5.18. Пункция патологического образования слизистой преддверия полости рта
16.5.19.,5,95,1735,16.5.19. Биопсия слюнной железы
16.5.2.,5,95,1736,""16.5.2. Прием (осмотр
16.5.20.,5,95,1737,16.5.20. Наложение повязки при операции в челюстно-лицевой области
16.5.21.,5,95,1738,16.5.21. Наложение  повязки при операциях в полости рта
16.5.22.,5,95,1739,16.5.22. Хирургическая обработка раны или инфицированной ткани
16.5.23.,5,95,1740,16.5.23. Вскрытие и дренирование флегмоны (абсцесса)
16.5.24.,5,95,1741,16.5.24. Удаление атеромы
16.5.25.,5,95,1742,16.5.25. Иссечение грануляции
16.5.26.,5,95,1743,16.5.26. Вправление вывиха сустава
16.5.27.,5,95,1744,16.5.27. Удаление временного зуба
16.5.28.,5,95,1745,16.5.28. Удаление постоянного зуба
16.5.29.,5,95,1746,16.5.29. Удаление зуба сложное с разъединением корней
16.5.3.,5,95,1747,16.5.3. Наложение шины при переломах костей  на одной челюсти
16.5.30.,5,95,1748,""16.5.30. Операция удаления ретинированного
16.5.31.,5,95,1749,16.5.31. Вскрытие подслизистого или поднадкостничного очага воспаления  в полости рта
16.5.32.,5,95,1750,16.5.32. Вскрытие и дренирование одонтогенного абсцесса
16.5.33.,5,95,1751,16.5.33. Отсроченный кюретаж лунки удаленного зуба
16.5.34.,5,95,1752,16.5.34. Вскрытие и дренирование абсцесса полости рта
16.5.35.,5,95,1753,16.5.35. Вскрытие и дренирование очага воспаления мягких тканей лица или дна полости рта
16.5.36.,5,95,1754,16.5.36. Цистотомия или цистэктомия
16.5.37.,5,95,1755,16.5.37. Коррекция объема и формы альвеолярного отростка (остеотомия) в области 1-2 зубов
16.5.38.,5,95,1756,""16.5.38. Лечение перикоронита (промывание
16.5.39.,5,95,1757,16.5.39. Промывание протока слюнной железы
16.5.4.,5,95,1758,16.5.4. Снятие шины с одной челюсти
16.5.40.,5,95,1759,16.5.40. Удаление камней из протоков слюнных желез
16.5.5.,5,95,1760,16.5.5. Наложение иммобилизационной повязки при вывихах  (подвывихах) суставов
16.5.6.,5,95,1761,16.5.6. Наложение иммобилизационной повязки при вывихах  (подвывихах) зубов
16.5.7.,5,95,1762,16.5.7. Биопсия слизистой полости рта
16.5.8.,5,95,1763,16.5.8. Биопсия  языка
16.5.9.,5,95,1764,16.5.9. Биопсия преддверия полости рта
16.6.,5,95,1765,16.6. Физиотерапия
16.6.1.,5,95,1766,16.6.1. Осмотр (консультация) врача- физиотерапевта
16.6.10.,5,95,1767,16.6.10. Воздействие токами ультравысокой частоты при патологии полости рта и зубов
16.6.11.,5,95,1768,16.6.11. Ультравысокочастотная индуктотермия при патологии полости рта и зубов
16.6.12.,5,95,1769,16.6.12. Гидроорошение при заболевании полости рта и зубов
16.6.13.,5,95,1770,16.6.13. Вакуум-терапия в стоматологии
16.6.14.,5,95,1771,16.6.14. Ультрафиолетовое облучение ротоглотки
16.6.15.,5,95,1772,16.6.15. Ультрафонофорез лекарственных препаратов на область десен
16.6.2.,5,95,1773,16.6.2. Электрофорез лекарственных препаратов при патологии полости рта и зубов
16.6.3.,5,95,1774,16.6.3. Диатермокоагуляция при патологии органов рта и зубов
16.6.4.,5,95,1775,16.6.4. Ионофорез при патологии полости рта и зубов
16.6.5.,5,95,1776,16.6.5. Депофорез корневого канала зуба
16.6.6.,5,95,1777,16.6.6. Дарсонвализация при патологии полости рта
16.6.7.,5,95,1778,16.6.7. Флюктуоризация при патологии полости рта и зубов
16.6.8.,5,95,1779,16.6.8. Воздействие электрическими и полями (КВЧ) при патологии полост рта и зубов
16.6.9.,5,95,1780,16.6.9. Воздействие токами надтональной частоты (ультратонотерапия) при патологии полости рта и зубов
16.7.,5,95,1781,16.7. Ортодонтия
16.7.1.,5,95,1782,""16.7.1. Прием (осмотр
16.7.10.,5,95,1783,16.7.10. Изготовление дуги вестибулярной с дополнительными изгибами
16.7.11.,5,95,1784,16.7.11. Изготовление дуги вестибулярной
16.7.12.,5,95,1785,16.7.12. Изготовление кольца ортодонтического
16.7.13.,5,95,1786,16.7.13. Изготовление коронки ортодонтической
16.7.14.,5,95,1787,16.7.14. Изготовление пластинки вестибулярной
16.7.15.,5,95,1788,16.7.15. Изготовление пластинки с заслоном для языка (без кламмеров)
16.7.16.,5,95,1789,16.7.16. Изготовление пластинки с окклюзионными накладками
16.7.2.,5,95,1790,""16.7.2. Прием (осмотр
16.7.3.,5,95,1791,""16.7.3. Диспансерный прием (осмотр
16.7.4.,5,95,1792,16.7.4. Антропометрические исследования
16.7.5.,5,95,1793,16.7.5. Изготовление контрольной модели
16.7.6.,5,95,1794,16.7.6. Исследование на диагностических моделях челюстей
16.7.7.,5,95,1795,16.7.7. Коррекция съемного ортодонтического аппарата
16.7.8.,5,95,1796,16.7.8. Ремонт ортодонтического аппарата
16.7.9.,5,95,1797,16.7.9. Починка перелома базиса самотвердеющей пластмассой
16.8.,5,95,1798,16.8. ОБЩЕПРОФИЛЬНЫЕ ВИДЫ РАБОТ
16.8.1.,5,95,1799,16.8.1. Витальное окрашивание твердых тканей зуба
16.8.10.,5,95,1800,16.8.10. Получение соскоба с эрозивно-язвенных элементов кожи и слизистых оболочек
16.8.11.,5,95,1801,16.8.11. Инъекционное введение лекарственных препаратов в челюстно-лицевую область
16.8.12.,5,95,1802,16.8.12. Назначение лекарственных препаратов при заболеваниях полости рта и зубов
16.8.13.,5,95,1803,16.8.13. Электроодонтометрия зуба
16.8.2.,5,95,1804,16.8.2. Определение индексов гигиены полости рта
16.8.3.,5,95,1805,16.8.3. Определение пародонтальных индексов
16.8.4.,5,95,1806,16.8.4. Проводниковая анестезия
16.8.5.,5,95,1807,16.8.5. Аппликационная анестезия
16.8.6.,5,95,1808,16.8.6. Инфильтрационная анестезия
16.8.7.,5,95,1809,16.8.7. Описание и интерпретация рентгенографических изображений
16.8.8.,5,95,1810,16.8.8. Радиовизиография челюстно-лицевой области
16.8.9.,5,95,1811,16.8.9. Взятие образца биологического материала из очагов поражения органов рта
16.9.,5,95,1812,16.9. ТЕРАПЕВТИЧЕСКАЯ СТОМАТОЛОГИЯ
16.9.1.,5,95,1813,""16.9.1. Прием (осмотр
16.9.10.,5,95,1814,""16.9.10. Прием (осмотр
16.9.11.,5,95,1815,""16.9.11. Прием (осмотр
16.9.12.,5,95,1816,16.9.12. Люминесцентная стоматоскопия
16.9.13.,5,95,1817,16.9.13. Введение лекарственных препаратов в пародонтальный карман
16.9.14.,5,95,1818,16.9.14. Аппликация лекарственного препарата на слизистую оболочку полости рта
16.9.15.,5,95,1819,16.9.15. Профессиональная гигиена полости рта и зубов1
16.9.16.,5,95,1820,16.9.16. Сошлифовывание твердых тканей зуба
16.9.17.,5,95,1821,16.9.17. Наложение лечебной повязки при заболеваниях слизистой оболочки полости рта и пародонта в области одной челюсти
16.9.18.,5,95,1822,""16.9.18. Восстановление зуба пломбой I
16.9.19.,5,95,1823,""16.9.19. Восстановление зуба пломбой I
16.9.2.,5,95,1824,""16.9.2. Прием (осмотр
16.9.20.,5,95,1825,""16.9.20. Восстановление зуба пломбой с нарушением контактного пункта II
16.9.21.,5,95,1826,""16.9.21. Восстановление зуба пломбой с нарушением контактного пункта II
16.9.22.,5,95,1827,16.9.22. Восстановление зуба пломбой IV класс по Блэку с использованием стеклоиномерных цементов
16.9.23.,5,95,1828,16.9.23. Восстановление зуба пломбой IV класс по Блэку с использованием материалов химического отверждения
16.9.23.3.,5,95,1829,""16.9.23.3. Восстановление зуба пломбой I
16.9.23.4.,5,95,1830,""16.9.23.4. Восстановление зуба пломбой с нарушением контактного пункта II
16.9.23.5.,5,95,1831,16.9.23.5. Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров2
16.9.24.,5,95,1832,16.9.24. Наложение временной пломбы
16.9.25.,5,95,1833,16.9.25. Снятие временной пломбы
16.9.26.,5,95,1834,""16.9.26. Трепанация зуба
16.9.27.,5,95,1835,16.9.27. Пломбирование корневого канала зуба пастой
16.9.28.,5,95,1836,16.9.28. Пломбирование корневого канала зуба гуттаперчивыми штифтами
16.9.29.,5,95,1837,16.9.29. Наложение девитализирующей пасты
16.9.3.,5,95,1838,""16.9.3. Диспансерный прием (осмотр
16.9.30.,5,95,1839,16.9.30. Пульпотомия (ампутация коронковой пульпы)
16.9.31.,5,95,1840,16.9.31. Экстирпация пульпы
16.9.32.,5,95,1841,16.9.32. Временное шинирование при заболеваниях пародонта3
16.9.33.,5,95,1842,16.9.33. Удаление наддесневых и поддесневых зубных отложений в области зуба ручным методом4
16.9.34.,5,95,1843,16.9.34. Избирательное полирование зуба
16.9.35.,5,95,1844,16.9.35. Инструментальная и медикаментозная обработка хорошо проходимого корневого канала
16.9.36.,5,95,1845,16.9.36. Инструментальная и медикаментозная обработка плохо проходимого корневого канала
16.9.37.,5,95,1846,16.9.37. Временное пломбирование лекарственным препаратом корневого канала
16.9.38.,5,95,1847,16.9.38. Закрытый кюретаж при заболеваниях пародонта в области зуба4
16.9.4.,5,95,1848,""16.9.4. Прием (осмотр
16.9.5.,5,95,1849,""16.9.5. Прием (осмотр
16.9.6.,5,95,1850,""16.9.6. Диспансерный прием (осмотр
16.9.7.,5,95,1851,""16.9.7. Прием (осмотр
16.9.8.,5,95,1852,""16.9.8. Прием (осмотр
16.9.9.,5,95,1853,""16.9.9. Диспансерный прием (осмотр
17.,5,96,1854,17. ЛЕЧЕНИЕ В ОТДЕЛЕНИЯХ САНАТОРИЕВ
17.1.,5,96,1855,17.1. ТУБЕРКУЛЕЗНОЕ
17.1.1.,5,96,1856,17.1.1. ДЛЯ ДЕТЕЙ:
17.1.1.1.,5,96,1857,""17.1.1.1. Активной формой туберкулеза 1
17.1.1.2.,5,96,1858,17.1.1.2. Неактивной формой туберкулеза 111( 180 дней )
17.1.1.3.,5,96,1859,""17.1.1.3. Малыми формами туберкулеза 1Y
17.1.1.4.,5,96,1860,17.1.1.4. Диагностическая группа( 60 дней)
17.1.1.5.,5,96,1861,""17.1.1.5. Лечение больных туберкулезом
17.1.2.,5,96,1862,17.1.2. ДЛЯ ВЗРОСЛЫХ:
17.1.2.1.,5,96,1863,17.1.2.1. С активной формой( 66 дней)
17.1.2.2.,5,96,1864,17.1.2.2. С неактивной формой( 24 дня)
17.10.,5,96,1865,17.10. ОФТАЛЬМОЛОГИЧЕСКОЕ (САНАТОРИЙ СВЕТЛЯЧОК)
17.10.1.,5,96,1866,17.10.1. Для детей с офтальмологическими заболеваниями (45дней)
17.10.2.,5,96,1867,17.10.2. Оздоровительный курс (24 дня)
17.11.,5,96,1868,""17.11. НЕФРОЛОГИЧЕСКОЕ (САНАТОРИЙ """"АЛЫЕ ПАРУСА"""")
17.11.1.,5,96,1869,17.11.1. Оздоровительный курс (28 дней)
17.11.2.,5,96,1870,17.11.2. Курс реабилитации (45 дней)
17.11.3.,5,96,1871,17.11.3. Курс реабилитации (35 дней)
17.15.,5,96,1872,17.15.   ЛЕЧЕНИЕ ДЕТЕЙ В СТАЦИОНАРЕ ДНЕВНОГО ПРЕБЫВАНИЯ ПРИ ДЕТСКОМ САНАТОРИИ
17.15.1.,5,96,1873,""17.15.1. Отдельные состояния
17.15.2.,5,96,1874,17.15.2. Детский церебральный паралич.Воспалительные болезни центральной нервной системы.Наследственные и дегенеративные болезни
17.2.,5,96,1875,17.2. ГАСТРОЭНТЕРОЛОГИЧЕСКОЕ
17.2.1.,5,96,1876,17.2.1. Оздоровительный курс( 28 дней)
17.2.2.,5,96,1877,17.2.2. Курс реабилитации( 54 дня)
17.3.,5,96,1878,""17.3. КАРДИОРЕВМАТОЛОГИЧЕСКОЕ
17.3.1.,5,96,1879,""17.3.1. -""""- 28 дней
17.3.2.,5,96,1880,""17.3.2. -""""- 45 дней
17.3.3.,5,96,1881,""17.3.3. -""""- 60 дней
17.4.,5,96,1882,17.4. ПЕДИАТРИЧЕСКОЕ (ДЛЯ БОЛЬНЫХ НЕСПЕЦИФИЧЕСКИМ ПОЛИАРТРИТОМ) 45 ДНЕЙ
17.5.,5,96,1883,17.5. ПУЛЬМОНОЛОГИЧЕСКОЕ
17.5.1.,5,96,1884,17.5.1. Оздоровительный курс( 28 дней)
17.5.2.,5,96,1885,17.5.2. Курс реабилитации дошкольников курс( 45 дней)
17.5.3.,5,96,1886,17.5.3. Курс реабилитации школьников( курс 54 дня)
17.5.4.,5,96,1887,""17.5.4. САНАТОРИЙ """"ЮНОСТЬ
17.5.4.1.,5,96,1888,17.5.4.1. Оздоровительный курс( курс 28 дней)
17.5.4.2.,5,96,1889,17.5.4.2. Курс реабилитации дошкольников( 45 дней)
17.5.4.3.,5,96,1890,17.5.4.3. РЕАБИЛИТАЦИЯ БОЛЬНЫХ БРОНХИАЛЬНОЙ АСТМОЙ
17.5.4.3.1.,5,96,1891,17.5.4.3.1. Тяжелая форма (28дней)
17.5.4.3.2.,5,96,1892,17.5.4.3.2. Среднетяжелая форма (28дней)
17.5.4.3.3.,5,96,1893,17.5.4.3.3. Малая форма (28дней)
17.5.4.4.,5,96,1894,""17.5.4.4. Курс реабилитации детей школьного возраста
17.6.,5,96,1895,17.6. ПСИХОНЕВРОЛОГИЧЕСКОЕ (ДЛЯ БОЛЬНЫХ ДЕТСКИМИ ЦЕРЕБРАЛЬНЫМИ ПАРАЛИЧАМИ С НАРУШЕНИЕМ ПСИХИКИ)
17.6.1.,5,96,1896,17.6.1. С ПРИМЕНЕНИЕМ КОНСЕРВАТИВНОГО МЕТОДА ЛЕЧЕНИЯ:
17.6.1.1.,5,96,1897,17.6.1.1. Оздоровительный курс( 45 дней)
17.6.1.2.,5,96,1898,17.6.1.2. Курс реабилитации( 90 дней)
17.7.,5,96,1899,""17.7. ГАСТРОЭНТЕРОЛОГИЧЕСКОЕ (САНАТОРИЙ """"АЛЫЕ ПАРУСА"""")
17.7.1.,5,96,1900,17.7.1. Оздоровительный курс (28дней)
17.7.2.,5,96,1901,17.7.2. Курс реабилитации (45дней)
17.7.3.,5,96,1902,17.7.3. Курс реабилитации (35 дней)
17.8.,5,96,1903,""17.8. ПУЛЬМОНОЛОГИЧЕСКОЕ (САНАТОРИЙ """"АЛЫЕ ПАРУСА"""")
17.8.1.,5,96,1904,17.8.1. Оздоровительный курс (28дней)
17.8.2.,5,96,1905,17.8.2. Курс реабилитации дошкольников (45дней)
17.8.3.,5,96,1906,17.8.3. Курс реабилитации (35 дней)
17.9.,5,96,1907,""17.9. КАРДИОРЕВМАТОЛОГИЧЕСКОЕ (САНАТОРИЙ """"АЛЫЕ ПАРУСА"""")
17.9.1.,5,96,1908,17.9.1. Оздоровительный курс( 28 дней)
17.9.2.,5,96,1909,17.9.2. Курс реабилитации( 45 дней)
17.9.3.,5,96,1910,17.9.3. Курс реабилитации (35дней)
18.,5,97,1911,18. ПАТОЛОГОАНАТОМИЧЕСКИЕ ИССЛЕДОВАНИЯ
18.1.,5,97,1912,18.1. ГИСТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ
18.1.1.,5,97,1913,""18.1.1. Исследование биопсийного и операционного материала (1блок
18.1.2.,5,97,1914,""18.1.2. Гистологическая экспресс биопсия (1блок
18.10.,5,97,1915,18.10. Иммуногистохимическое определение индекса пролиферации Ki67
18.11.,5,97,1916,18.11. Иммуногистохимическое определение прогностических маркеров p53
18.12.,5,97,1917,18.12. Иммуногистохимическое определение НЕR-2 Neo статуса
18.13.,5,97,1918,18.13. Иммуногистохимическое определение прогностического маркера bcl-2
18.14.,5,97,1919,18.14. Уточняющая иммуногистохимическая диагностика нейроэндокринных опухолей
18.15.,5,97,1920,18.15. Уточняющая иммуногистохимическая диагностика GIST (гастроинтестинальной опухоли)
18.16.,5,97,1921,18.16. Комплексное исследование нефробиоптата (до 4 кусочков) методом световой микроскопии и иммунофлюоресценции
18.17.,5,97,1922,18.17. Определение амплификации гена HER2 методом флюоресцентной гибридизации in situ (FISH)
18.18.,5,97,1923,18.18. Определение амплификации гена HER2 методом хромогенной гибридизации in situ (CISH)
18.19.,5,97,1924,18.19. Молекулярно-генетическое исследование транслокаций гена ROS1
18.2.,5,97,1925,18.2. ВСКРЫТИЕ УМЕРШЕГО В ВОЗРАСТЕ 15 ЛЕТ И СТАРШЕ
18.20.,5,97,1926,""18.20. ПАТОЛОГО-АНАТОМИЧЕСКИЕ ВСКРЫТИЯ (ПОСМЕРТНОЕ ПАТОЛОГО-АНАТОМИЧЕСКОЕ ИССЛЕДОВАНИЕ ВНУТРЕННИХ ОРГАНОВ И ТКАНЕЙ УМЕРШЕГО ЧЕЛОВЕКА
18.20.1.,5,97,1927,18.20.1. Патолого-анатомическое вскрытие плода и новорожденного
18.20.2.,5,97,1928,18.20.2. Патолого-анатомическое вскрытие первой категории сложности
18.20.3.,5,97,1929,18.20.3. Патолого-анатомическое вскрытие второй категории сложности
18.20.4.,5,97,1930,18.20.4. Патолого-анатомическое вскрытие третьей категории сложности
18.20.5.,5,97,1931,18.20.5. Патолого-анатомическое вскрытие четвертой категории сложности
18.20.6.,5,97,1932,""18.20.6. Патолого-анатомическое вскрытие пятой категории сложности Примечание: 1. Цены на ультразвуковые
18.3.,5,97,1933,""18.3. ВСКРЫТИЕ УМЕРШЕГО РЕБЕНКА И МЕРТВОРОЖ- ДЕННОГО
18.4.,5,97,1934,""18.4. ВСКРЫТИЕ УМЕРШЕЙ БЕРЕМЕННОЙ
18.5.,5,97,1935,18.5. ГИСТОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ АУТОПСИЙ- НОГО МАТЕРИАЛА
18.6.,5,97,1936,18.6. Определение рецепторов стероидных гормонов
18.7.,5,97,1937,18.7. Иммунодиагностика лимфопролиферативных заболеваний
18.8.,5,97,1938,18.8. Определение прогностических маркеров
18.9.,5,97,1939,18.9. Иммунодиагностика метастазов без первичного очага
19.,5,98,1940,19. ОКАЗАНИЕ СПЕЦИАЛИЗИРОВАННОЙ ПОМОЩИ ОБЛАСТНЫМ ПРОТИВОТУБЕРКУЛЕЗНЫМ ДИСПАН СЕРОМ( ГРУ- ППА ДИСПАНСЕРНОГО УЧЕТА)
