mkb_code,letter_idx,hierarchy_idx,global_idx,description
G23.9,8,69,2961,Дегенеративная болезнь базальных ганглиев неуточненная
G24,8,69,2962,Дистония
G24.0,8,69,2963,"Дистония, вызванная лекарственными средствами"
G24.1,8,69,2964,Идиопатическая семейная дистония
G24.2,8,69,2965,Идиопатическая несемейная дистония
G24.3,8,69,2966,Спастическая кривошея
G24.4,8,69,2967,Идиопатическая рото-лицевая дистония
G24.5,8,69,2968,Блефароспазм
G24.8,8,69,2969,Прочие дистонии
G24.9,8,69,2970,Дистония неуточненная
G25,8,69,2971,Другие экстрапирамидные и двигательные нарушения
G25.0,8,69,2972,Эссенциальный тремор
G25.1,8,69,2973,"Тремор, вызванный лекарственным средством"
G25.2,8,69,2974,Другие уточненные формы тремора
G25.3,8,69,2975,Миоклонус
G25.4,8,69,2976,"Хорея, вызванная лекарственным средством"
G25.5,8,69,2977,Другие виды хореи
G25.6,8,69,2978,"Тики, вызванные лекарственными средствами, и другие тики органического происхождения"
G25.8,8,69,2979,Другие уточненные экстрапирамидные и двигательные нарушения
G25.9,8,69,2980,Экстрапирамидное и двигательное расстройство неуточненное
G26,8,69,2981,"Экстрапирамидные и двигательные нарушения при болезнях, классифицированных в других рубриках"
G30,8,70,2982,Болезнь Альцгеймера
G30.0,8,70,2983,Ранняя болезнь Альцгеймера
G30.1,8,70,2984,Поздняя болезнь Альцгеймера
G30.8,8,70,2985,Другие формы болезни Альцгеймера
G30.9,8,70,2986,Болезнь Альцгеймера неуточненная
G31,8,70,2987,"Другие дегенеративные болезни нервной системы, не классифицированные в других рубриках"
G31.0,8,70,2988,Ограниченная атрофия головного мозга
G31.1,8,70,2989,"Сенильная дегенерация головного мозга, не классифицированная в других рубриках"
G31.2,8,70,2990,"Дегенерация нервной системы, вызванная алкоголем"
G31.8,8,70,2991,Другие уточненные дегенеративные болезни нервной системы
G31.9,8,70,2992,Дегенеративная болезнь нервной системы неуточненная
G32,8,70,2993,"Другие дегенеративные нарушения нервной системы при болезнях, классифицированных в других рубриках"
G32.0,8,70,2994,"Подострая комбинированная дегенерация спинного мозга при болезнях, классифицированных в других рубриках"
G32.8,8,70,2995,"Другие уточненные дегенеративные нарушения нервной системы при болезнях, классифицированных в других рубриках"
G35,8,71,2996,Рассеянный склероз
G36,8,71,2997,Другая форма острой диссеминированной демиелинизации
G36.0,8,71,2998,Оптиконевромиелит [болезнь Девика]
G36.1,8,71,2999,Острый и подострый геморрагический лейкоэнцефалит [болезнь Харста]
G36.8,8,71,3000,Другая уточненная форма острой диссеминированной демиелинизации
G36.9,8,71,3001,Острая диссеминированная демиелинизация неуточненная
G37,8,71,3002,Другие демиелинизирующие болезни центральной нервной системы
G37.0,8,71,3003,Диффузный склероз
G37.1,8,71,3004,Центральная демиелинизация мозолистого тела
G37.2,8,71,3005,Центральный понтинный миелинолиз
G37.3,8,71,3006,Острый поперечный миелит при демиелинизирующей болезни центральной нервной системы
G37.4,8,71,3007,Подострый некротизирующий миелит
G37.5,8,71,3008,Концентрический склероз [Бало]
G37.8,8,71,3009,Другие уточненные демиелинизирующие болезни центральной нервной системы
G37.9,8,71,3010,Демиелинизирующая болезнь центральной нервной системы неуточненная
G40,8,72,3011,Эпилепсия
G40.0,8,72,3012,Локализованная (фокальная) (парциальная) идиопатическая эпилепсия и эпилептические синдромы с судорожными припадками с фокальным началом
G40.1,8,72,3013,Локализованная (фокальная) (парциальная) симптоматическая эпилепсия и эпилептические синдромы с простыми парциальными припадками
G40.2,8,72,3014,Локализованная (фокальная) (парциальная) симптоматическая эпилепсия и эпилептические синдромы с комплексными парциальными судорожными припадками
G40.3,8,72,3015,Генерализованная идиопатическая эпилепсия и эпилептические синдромы
G40.4,8,72,3016,Другие виды генерализованной эпилепсии и эпилептических синдромов
G40.5,8,72,3017,Особые эпилептические синдромы
G40.6,8,72,3018,Припадки grand mal неуточненные (с малыми припадками [petit mal] или без них)
G40.7,8,72,3019,Малые припадки [petit mal] неуточненные без припадков grand mal
G40.8,8,72,3020,Другие уточненные формы эпилепсии
G40.9,8,72,3021,Эпилепсия неуточненная
G41,8,72,3022,Эпилептический статус
G41.0,8,72,3023,Эпилептический статус grand mal (судорожных припадков)
G41.1,8,72,3024,Зпилептический статус petit mal (малых припадков)
G41.2,8,72,3025,Сложный парциальный эпилептический статус
G41.8,8,72,3026,Другой уточненный эпилептический статус
G41.9,8,72,3027,Эпилептический статус неуточненный
G43,8,72,3028,Мигрень
G43.0,8,72,3029,Мигрень без ауры [простая мигрень]
G43.1,8,72,3030,Мигрень с аурой [классическая мигрень]
G43.2,8,72,3031,Мигренозный статус
G43.3,8,72,3032,Осложненная мигрень
G43.8,8,72,3033,Другая мигрень
G43.9,8,72,3034,Мигрень неуточненная
G44,8,72,3035,Другие синдромы головной боли
G44.0,8,72,3036,"Синдром ""гистаминовой"" головной боли"
G44.1,8,72,3037,"Сосудистая головная боль, не классифицированная в других рубриках"
G44.2,8,72,3038,Головная боль напряженного типа
G44.3,8,72,3039,Хроническая посттравматическая головная боль
G44.4,8,72,3040,"Головная боль, вызванная применением лекарственных средств, не классифицированная в других рубриках"
G44.8,8,72,3041,Другой уточненный синдром головной боли
G45,8,72,3042,Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы
G45.0,8,72,3043,Синдром вертебробазилярной артериальной системы
G45.1,8,72,3044,Синдром сонной артерии (полушарный)
G45.2,8,72,3045,Множественные и двусторонние синдромы церебральных артерий
G45.3,8,72,3046,Преходящая слепота
G45.4,8,72,3047,Транзиторная глобальная амнезия
G45.8,8,72,3048,Другие транзиторные церебральные ишемические атаки и связанные с ними синдромы
G45.9,8,72,3049,Транзиторная церебральная ишемическая атака неуточненная
G46,8,72,3050,Сосудистые мозговые синдромы при цереброваскулярных болезнях (I60-I67+)
G46.0,8,72,3051,Синдром средней мозговой артерии (I66.0+)
G46.1,8,72,3052,Синдром передней мозговой артерии (I66.1+)
G46.2,8,72,3053,Синдром задней мозговой артерии (I66.2+)
G46.3,8,72,3054,Синдром инсульта в стволе головром мозга (I60-I67+)
G46.4,8,72,3055,Синдром мозжечкового инсульта (I60-I67+)
G46.5,8,72,3056,Чисто двигательный лакунарный синдром (I60-I67+)
G46.6,8,72,3057,Чисто чувствительный лакунарный синдром (I60-I67+)
G46.7,8,72,3058,Другие лакунарные синдромы (I60-I67+)
G46.8,8,72,3059,Другие сосудистые синдромы головного мозга при цереброваскулярных болезнях (I60-I67+)
G47,8,72,3060,Расстройства сна
G47.0,8,72,3061,Нарушения засыпания и поддержания сна [бессонница]
G47.1,8,72,3062,Нарушения в виде повышенной сонливости [гиперсомния]
G47.2,8,72,3063,Нарушения цикличности сна и бодрствования
G47.3,8,72,3064,Апноэ во сне
G47.4,8,72,3065,Нарколепсия и катаплексия
G47.8,8,72,3066,Другие нарушения сна
G47.9,8,72,3067,Нарушение сна неуточненное
G50,8,73,3068,Поражения тройничного нерва
G50.0,8,73,3069,Невралгия тройничного нерва
G50.1,8,73,3070,Атипичная лицевая боль
G50.8,8,73,3071,Другие поражения тройничного нерва
G50.9,8,73,3072,Поражение тройничного нерва неуточненное
G51,8,73,3073,Поражения лицевого нерва
G51.0,8,73,3074,Паралич Белла
G51.1,8,73,3075,Воспаление узла коленца лицевого нерва
G51.2,8,73,3076,Синдром Россолимо-Мелькерссона
G51.3,8,73,3077,Клонический гемифациальный спазм
G51.4,8,73,3078,Лицевая миокимия
G51.8,8,73,3079,Другие поражения лицевого нерва
G51.9,8,73,3080,Поражение лицевого нерва неуточненное
G52,8,73,3081,Поражения других черепных нервов
G52.0,8,73,3082,Поражения обонятельного нерва
G52.1,8,73,3083,Поражения языкоглоточного нерва
G52.2,8,73,3084,Поражения блуждающего нерва
G52.3,8,73,3085,Поражения подъязычного нерва
G52.7,8,73,3086,Множественные поражения черепных нервов
G52.8,8,73,3087,Поражения других уточненных черепных нервов
G52.9,8,73,3088,Поражение черепного нерва неуточненное
G53,8,73,3089,"Поражения черепных нервов при болезнях, классифицированных в других рубриках"
G53.0,8,73,3090,Невралгия после опоясывающего лишая (B02.2+)
G53.1,8,73,3091,"Множественные поражения черепных нервов при инфекционных и паразитарных болезнях, классифицированных в других рубриках (A00-B99+)"
G53.2,8,73,3092,Множественные поражения черепных нервов при саркоидозе (D86.8+)
G53.3,8,73,3093,Множественные поражения черепных нервов при новообразованиях (C00-D48+)
G53.8,8,73,3094,"Другие поражения черепных нервов при других болезнях, классифицированных в других рубриках"
G54,8,73,3095,Поражения нервных корешков и сплетений
G54.0,8,73,3096,Поражения плечевого сплетения
G54.1,8,73,3097,Поражения пояснично-крестцового сплетения
G54.2,8,73,3098,"Поражения шейных корешков, не классифицированные в других рубриках"
G54.3,8,73,3099,"Поражения грудных корешков, не классифицированные в других рубриках"
G54.4,8,73,3100,"Поражения пояснично-крестцовых корешков, не классифицированные в других рубриках"
G54.5,8,73,3101,Невралгическая амиотрофия
G54.6,8,73,3102,Синдром фантома конечности с болью
G54.7,8,73,3103,Синдром фантома конечности без боли
G54.8,8,73,3104,Другие поражения нервных корешков и сплетений
G54.9,8,73,3105,Поражение нервных корешков и сплетений неуточненное
G55,8,73,3106,"Сдавления нервных корешков и сплетений при болезнях, классифицированных в других рубриках"
G55.0,8,73,3107,Сдавления нервных корешков и сплетений при новообразованиях (C00-D48+)
G55.1,8,73,3108,Сдавления нервных корешков и сплетений при нарушениях межпозвоночных дисков (M50-M51+)
G55.2,8,73,3109,Сдавления нервных корешков и сплетений при спондилезе (M47.-+)
G55.3,8,73,3110,"Сдавления нервных корешков и сплетений при других дорсопатиях (M45-M46+,M48.-+,M53-M54+)"
G55.8,8,73,3111,"Сдавления нервных корешков и сплетений при других болезнях, классифицированных в других рубриках"
G56,8,73,3112,Мононевропатии верхней конечности
G56.0,8,73,3113,Синдром запястного канала
G56.1,8,73,3114,Другие поражения срединного нерва
G56.2,8,73,3115,Поражение локтевого нерва
G56.3,8,73,3116,Поражение лучевого нерва
G56.4,8,73,3117,Каузалгия
G56.8,8,73,3118,Другие мононевропатии верхней конечности
G56.9,8,73,3119,Мононевропатия верхней конечности неуточненная
G57,8,73,3120,Мононевропатии нижней конечности
G57.0,8,73,3121,Поражение седалищного нерва
G57.1,8,73,3122,Мералгия парестетическая
G57.2,8,73,3123,Поражение бедренного нерва
G57.3,8,73,3124,Поражение бокового подколенного нерва
G57.4,8,73,3125,Поражение срединного подколенного нерва
G57.5,8,73,3126,Синдром предплюсневого канала
G57.6,8,73,3127,Поражение подошвенного нерва
G57.8,8,73,3128,Другие мононевралгии нижней конечности
G57.9,8,73,3129,Мононевропатия нижней конечности неуточненная
G58,8,73,3130,Другие мононевропатии
G58.0,8,73,3131,Межреберная невропатия
G58.7,8,73,3132,Множественный мононеврит
G58.8,8,73,3133,Другие уточненные виды мононевропатии
G58.9,8,73,3134,Мононевропатия неуточненная
G59,8,73,3135,"Мононевропатия при болезнях, классифицированных в других рубриках"
G59.0,8,73,3136,Диабетическая мононевропатия (E10-E14+ с общим четвертым знаком .4)
G59.8,8,73,3137,"Другие мононевропатии при болезнях, классифицированных в других рубриках"
G60,8,74,3138,Наследственная и идиопатическая невропатия
G60.0,8,74,3139,Наследственная моторная и сенсорная невропатия
G60.1,8,74,3140,Болезнь Рефсума
G60.2,8,74,3141,Невропатия в сочетании с наследственной атаксией
G60.3,8,74,3142,Идиопатическая прогрессирующая невропатия
G60.8,8,74,3143,Другие наследственные и идиопатические невропатии
G60.9,8,74,3144,Наследственная и идиопатическая невропатия неуточненная
G61,8,74,3145,Воспалительная полиневропатия
G61.0,8,74,3146,Синдром Гийена-Барре
G61.1,8,74,3147,Сывороточная невропатия
G61.8,8,74,3148,Другие воспалительные полиневропатии
G61.9,8,74,3149,Воспалительная полиневропатия неуточненная
G62,8,74,3150,Другие полиневропатии
G62.0,8,74,3151,Лекарственная полиневропатия
G62.1,8,74,3152,Алкогольная полиневропатия
G62.2,8,74,3153,"Полиневропатия, вызванная другими токсичными веществами"
G62.8,8,74,3154,Другие уточненные полиневропатии
G62.9,8,74,3155,Полиневропатия неуточненная
G63,8,74,3156,"Полиневропатия при болезнях, классифицированных в других рубриках"
G63.0,8,74,3157,"Полиневропатия при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
G63.1,8,74,3158,Полиневропатия при новообразованиях (C00-D48+)
G63.2,8,74,3159,Диабетическая полиневропатия при болезнях (E10-E14+ с общим четвертым знаком .4)
G63.3,8,74,3160,"Полиневропатия при других эндокринных болезнях и нарушениях обмена веществ (E00-E07+, E15-E16+, E20-E34+, E70-E89+)"
G63.4,8,74,3161,Полиневропатия при недостаточности питания (E40-E64+)
G63.5,8,74,3162,Полиневропатия при системных поражениях соединительной ткани (M30-M35+)
G63.6,8,74,3163,"Полиневропатия при других костно-мышечных поражениях (M00-M25+, M40-M96+)"
G63.8,8,74,3164,"Полиневропатия при других болезнях, классифицированных в других рубриках"
G64,8,74,3165,Другие расстройства периферической нервной системы
G70,8,75,3166,Myasthenia gravis и другие нарушения нервно-мышечного синапса
G70.0,8,75,3167,Myasthenia gravis
G70.1,8,75,3168,Токсические нарушения нервно-мышечного синапса
G70.2,8,75,3169,Врожденная или приобретенная миастения
G70.8,8,75,3170,Другие нарушения нервно-мышечного синапса
G70.9,8,75,3171,Нарушение нервно-мышечного синапса неуточненное
G71,8,75,3172,Первичные поражения мышц
G71.0,8,75,3173,Мышечная дистрофия
G71.1,8,75,3174,Миотонические расстройства
G71.2,8,75,3175,Врожденные миопатии
G71.3,8,75,3176,"Митохондриальная миопатия, не классифицированная в других рубриках"
G71.8,8,75,3177,Другие первичные поражения мышц
G71.9,8,75,3178,Первичное поражение мышцы неуточненное
G72,8,75,3179,Другие миопатии
G72.0,8,75,3180,Лекарственная миопатия
G72.1,8,75,3181,Алкогольная миопатия
G72.2,8,75,3182,"Миопатия, вызванная другим токсичным веществом"
G72.3,8,75,3183,Периодический паралич
G72.4,8,75,3184,"Воспалительная миопатия, не классифицированная в других рубриках"
G72.8,8,75,3185,Другие уточненные миопатии
G72.9,8,75,3186,Миопатия неуточненная
G73,8,75,3187,"Поражения нервно-мышечного синапса и мышц при болезнях, классифицированных в других рубриках"
G73.0,8,75,3188,Миастенические синдромы при эндокринных болезнях
G73.1,8,75,3189,Синдром Ламберта-Итона [Lambert-Eaton] (C00-D48)
G73.2,8,75,3190,Другие миастенические синдромы при опухолевом поражении (C00-D48+)
G73.3,8,75,3191,"Миастенические синдромы при других болезнях, классифицированных в других рубриках"
G73.4,8,75,3192,"Миопатия при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
G73.5,8,75,3193,Миопатия при эндокринных болезнях
G73.6,8,75,3194,Миопатия при нарушениях обмена веществ
G73.7,8,75,3195,"Миопатия при других болезнях, классифицированных в других рубриках"
G80,8,76,3196,Церебральный паралич
G80.0,8,76,3197,Церебральный паралич со спастической тетраплегией
G80.1,8,76,3198,Церебральный паралич со спастической диплегией
G80.2,8,76,3199,Церебральный паралич со спастической гемиплегией
G80.3,8,76,3200,Дискинетический церебральный паралич
G80.4,8,76,3201,Атаксический церебральный паралич
G80.8,8,76,3202,Другой церебральный паралич
G80.9,8,76,3203,Церебральный паралич неуточненный
G81,8,76,3204,Гемиплегия
G81.0,8,76,3205,Вялая гемиплегия
G81.1,8,76,3206,Спастическая гемиплегия
G81.9,8,76,3207,Гемиплегия неуточненная
G82,8,76,3208,Параплегия и тетраплегия
G82.0,8,76,3209,Вялая параплегия
G82.1,8,76,3210,Спастическая параплегия
G82.2,8,76,3211,Параплегия неуточненная
G82.3,8,76,3212,Вялая тетраплегия
G82.4,8,76,3213,Спастическая тетраплегия
G82.5,8,76,3214,Тетраплегия неуточненная
G83,8,76,3215,Другие паралитические синдромы
G83.0,8,76,3216,Диплегия верхних конечностей
G83.1,8,76,3217,Моноплегия нижней конечности
G83.2,8,76,3218,Моноплегия верхней конечности
G83.3,8,76,3219,Моноплегия неуточненная
G83.4,8,76,3220,Синдром конского хвоста
G83.5,8,76,3221,Синдром «запертого человека»
G83.6,8,76,3222,Лицевой паралич из-за поражения верхнего двигательного нейрона
G83.8,8,76,3223,Другие уточненные паралитические синдромы. Паралич Тодда (постэпилептический)
G83.9,8,76,3224,Паралитический синдром неуточненный
G90,8,77,3225,Расстройства вегетативной [автономной] нервной системы
G90.0,8,77,3226,Идиопатическая периферическая вегетативная невропатия
G90.1,8,77,3227,Семейная дизавтономия [Райли-Дея]
G90.2,8,77,3228,Синдром Горнера
G90.3,8,77,3229,Полисистемная дегенерация
G90.4,8,77,3230,Автономная дизрефлексия
G90.5,8,77,3231,Комплексный регионарный болевой синдром I типа
G90.6,8,77,3232,Комплексный регионарный болевой синдром II типа
G90.7,8,77,3233,Комплексный регионарный болевой синдром другого и неуточненного типа
G90.8,8,77,3234,Другие расстройства вегетативной [автономной] нервной системы
G90.9,8,77,3235,Расстройство вегетативной [автономной] нервной системы неуточненное
G91,8,77,3236,Гидроцефалия
G91.0,8,77,3237,Сообщающаяся гидроцефалия
G91.1,8,77,3238,Обструктивная гидроцефалия
G91.2,8,77,3239,Гидроцефалия нормального давления
G91.3,8,77,3240,Посттравматическая гидроцефалия неуточненная
G91.8,8,77,3241,Другие виды гидроцефалии
G91.9,8,77,3242,Гидроцефалия неуточненная
G92,8,77,3243,Токсическая энцефалопатия
G93,8,77,3244,Другие поражения головного мозга
G93.0,8,77,3245,Церебральная киста
G93.1,8,77,3246,"Аноксическое поражение головного мозга, не классифицированное в других рубриках"
G93.2,8,77,3247,Доброкачественная внутричерепная гипертензия
G93.3,8,77,3248,Синдром утомляемости после перенесенной вирусной болезни
G93.4,8,77,3249,Энцефалопатия неуточненная
G93.5,8,77,3250,Сдавление головного мозга
G93.6,8,77,3251,Отек мозга
G93.7,8,77,3252,Синдром Рейе
G93.8,8,77,3253,Другие уточненные поражения головного мозга
G93.9,8,77,3254,Поражение головного мозга неуточненное
G94,8,77,3255,"Другие поражения головного мозга при болезнях, классифицированных в других рубриках"
G94.0,8,77,3256,"Гидроцефалия при инфекцоннных и паразитарных болезнях, классифицированных в других рубриках (A00-B99+)"
G94.1,8,77,3257,Гидроцефалия при опухолевых болезнях (C00-D48+)
G94.2,8,77,3258,"Гидроцефалия при других болезнях, классифицированных в других рубриках"
G94.3,8,77,3259,"Энцефалопатия при болезнях, классифицированных в других рубриках"
G94.8,8,77,3260,"Другие уточненные поражения головного мозга при болезнях, классифицированных в других рубриках"
G95,8,77,3261,Другие болезни спинного мозга
G95.0,8,77,3262,Сирингомиелия и сирингобульбия
G95.1,8,77,3263,Сосудистые миелопатии
G95.2,8,77,3264,Сдавление спинного мозга неуточненное
G95.8,8,77,3265,Другие уточненные болезни спинного мозга
G95.9,8,77,3266,Болезнь спинного мозга неуточненная
G96,8,77,3267,Другие нарушения центральной нервной системы
G96.0,8,77,3268,Истечение цереброспинальной жидкости [ликворея]
G96.1,8,77,3269,"Поражения оболочек головного мозга, не классифицированные в других рубриках"
G96.8,8,77,3270,Другие уточненные поражения центральной нервной системы
G96.9,8,77,3271,Поражение центральной нервной системы неуточненное
G97,8,77,3272,"Нарушения нервной системы после медицинских процедур, не классифицированные в других рубриках"
G97.0,8,77,3273,Истечение цереброспинальной жидкости при спинномозговой пункции
G97.1,8,77,3274,Другая реакция на спинномозговую пункцию
G97.2,8,77,3275,Внутричерепная гипотензия после шунтирования желудочков
G97.8,8,77,3276,Другие нарушения нервной системы после медицинских процедур
G97.9,8,77,3277,Расстройство нервной системы после медицинских процедур неуточненное
G98,8,77,3278,"Другие нарушения нервной системы, не классифицированные в других рубриках"
G99,8,77,3279,"Другие поражения нервной системы при болезнях, классифицированных в других рубриках"
G99.0,8,77,3280,Вегетативная невропатия при эндокринных и метаболических болезнях
G99.1,8,77,3281,"Другие нарушения вегетативной [автономной] нервной системы при прочих болезнях, классифицированных в других рубриках"
G99.2,8,77,3282,"Миелопатия при болезнях, классифицированных в других рубриках"
G99.8,8,77,3283,"Другие уточненные нарушения нервной системы при болезнях, классифицированных в других рубриках"
H00,9,78,3284,Гордеолум и халазион
H00.0,9,78,3285,Гордеолум и другие глубокие воспаления век
H00.1,9,78,3286,Халазион
H01,9,78,3287,Другие воспаления век
H01.0,9,78,3288,Блефарит
H01.1,9,78,3289,Неинфекционные дерматозы века
H01.8,9,78,3290,Другие воспаления века уточненные
H01.9,9,78,3291,Воспаление века неуточненное
H02,9,78,3292,Другие болезни век
H02.0,9,78,3293,Энтропион и трихиаз века
H02.1,9,78,3294,Эктропион века
H02.2,9,78,3295,Лагофтальм
H02.3,9,78,3296,Блефарохалазис
H02.4,9,78,3297,Птоз века
H02.5,9,78,3298,"Другие болезни, нарушающие функцию века"
H02.6,9,78,3299,Ксантелазма века
H02.7,9,78,3300,Другие дегенеративные болезни века и окологлазной области
H02.8,9,78,3301,Другие уточненные болезни века
H02.9,9,78,3302,Болезнь века неуточненная
H03,9,78,3303,"Поражения века при болезнях, классифицированных в других рубриках"
H03.0,9,78,3304,"Паразитарные болезни века при болезнях, классифицированных в других рубриках"
H03.1,9,78,3305,"Поражения века при других инфекционных болезнях, классифицированных в других рубриках"
H03.8,9,78,3306,"Поражения века при других болезнях, классифицированных в других рубриках"
H04,9,78,3307,Болезни слезного аппарата
H04.0,9,78,3308,Дакриоаденит
H04.1,9,78,3309,Другие болезни слезной железы
H04.2,9,78,3310,Эпифора
H04.3,9,78,3311,Острое и неуточненное воспаление слезных протоков
H04.4,9,78,3312,Хроническое воспаление слезных протоков
H04.5,9,78,3313,Стеноз и недостаточность слезных протоков
H04.6,9,78,3314,Другие изменения слезных протоков
H04.8,9,78,3315,Другие болезни слезного аппарата
H04.9,9,78,3316,Болезнь слезного аппарата неуточненная
H05,9,78,3317,Болезни глазницы
H05.0,9,78,3318,Острое воспаление глазницы
H05.1,9,78,3319,Хронические воспалительные болезни глазницы
H05.2,9,78,3320,Экзофтальмические состояния
H05.3,9,78,3321,Деформация глазницы
H05.4,9,78,3322,Энофтальм
H05.5,9,78,3323,Неудаленное давно попавшее в глазницу инородное тело вследствие проникающего ранения глазницы
H05.8,9,78,3324,Другие болезни глазницы
H05.9,9,78,3325,Болезнь глазницы неуточненная
H06,9,78,3326,"Поражения слезного аппарата и глазницы при болезнях, классифицированных в других рубриках"
H06.0,9,78,3327,"Поражения слезного аппарата при болезнях, классифицированных в других рубриках"
H06.1,9,78,3328,"Паразитарная инвазия глазницы при болезнях, классифицированных в других рубриках"
H06.2,9,78,3329,Экзофтальм при нарушении функции щитовидной железы (E05.-+)
H06.3,9,78,3330,"Другиепоражения глазницы при болезнях, классифицированных в других рубриках"
H10,9,79,3331,Конъюнктивит
H10.0,9,79,3332,Слизисто-гнойный конъюнктивит
H10.1,9,79,3333,Острый атопический конъюнктивит
H10.2,9,79,3334,Другие острые конъюнктивиты
H10.3,9,79,3335,Острый конъюнктивит неуточненный
H10.4,9,79,3336,Хронический конъюнктивит
H10.5,9,79,3337,Блефароконъюнктивит
H10.8,9,79,3338,Другие конъюнктивиты
H10.9,9,79,3339,Конъюнктивит неуточненный
H11,9,79,3340,Другие болезни конъюнктивы
H11.0,9,79,3341,Птеригий
H11.1,9,79,3342,Конъюнктивальные перерождения и отложения
H11.2,9,79,3343,Рубцы конъюнктивы
H11.3,9,79,3344,Конъюнктивальное кровоизлияние
H11.4,9,79,3345,Другие конъюнктивальные васкулярные болезни и кисты
H11.8,9,79,3346,Другие уточненные болезни конъюнктивы
H11.9,9,79,3347,Болезнь конъюнктивы неуточненная
H13,9,79,3348,"Поражения конъюнктивы при болезнях, классифицированных в других рубриках"
H13.0,9,79,3349,Филяриозная инвазия конъюнктивы (B74.-+)
H13.1,9,79,3350,"Конъюнктивит при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
H13.2,9,79,3351,"Конъюнктивит при других болезнях, классифицированных в других рубриках"
H13.3,9,79,3352,Глазной пемфигоид (L12.-+)
H13.8,9,79,3353,"Другие поражения конъюнктивы при болезнях, классифицированных в других рубриках"
H15,9,80,3354,Болезни склеры
H15.0,9,80,3355,Склерит
H15.1,9,80,3356,Эписклерит
H15.8,9,80,3357,Другие поражения склеры
H15.9,9,80,3358,Болезнь склеры неуточненная
H16,9,80,3359,Кератит
H16.0,9,80,3360,Язва роговицы
H16.1,9,80,3361,Другие поверхностные кератиты без конъюнктивита
H16.2,9,80,3362,Кератоконъюнктивит
H16.3,9,80,3363,Интерстициальный (стромальный) и глубокий кератит
H16.4,9,80,3364,Неоваскуляризация роговицы
H16.8,9,80,3365,Другие формы кератита
H16.9,9,80,3366,Кератит неуточненный
H17,9,80,3367,Рубцы и помутнение роговицы
H17.0,9,80,3368,Слипчивая лейкома
H17.1,9,80,3369,Другие центральные помутнения роговицы
H17.8,9,80,3370,Другие рубцы и помутнения роговицы
H17.9,9,80,3371,Рубцы и помутнения роговицы неуточненные
H18,9,80,3372,Другие болезни роговицы
H18.0,9,80,3373,Пигментация и отложения в роговице
H18.1,9,80,3374,Буллезная кератопатия
H18.2,9,80,3375,Другие отеки роговицы
H18.3,9,80,3376,Изменения оболочек роговицы
H18.4,9,80,3377,Дегенерация роговицы
H18.5,9,80,3378,Наследственные дистрофии роговицы
H18.6,9,80,3379,Кератоконус
H18.7,9,80,3380,Другие деформации роговой оболочки
H18.8,9,80,3381,Другие уточненные болезни роговицы
H18.9,9,80,3382,Болезнь роговицы неуточненная
H19,9,80,3383,"Поражения склеры и роговицы при болезнях, классифицированных в других рубриках"
H19.0,9,80,3384,"Склерит и эписклерит при болезнях, классифицированных в других рубриках"
H19.1,9,80,3385,"Кератит, обусловленный вирусом простого герпеса, и кератоконъюнктивит (B00.5+)"
H19.2,9,80,3386,"Кератиты и кератоконъюнктивит при других инфекционных и паразитарных болезнях, классифицированных в других рубриках"
H19.3,9,80,3387,"Кератит и кератоконъюнктивит при болезнях, классифицированных в других рубриках"
H19.8,9,80,3388,"Другие поражения склеры и роговицы при болезнях, классифицированных в других рубриках"
H20,9,80,3389,Иридоциклит
H20.0,9,80,3390,Острый и подострый иридоциклит
H20.1,9,80,3391,Хронический иридоциклит
H20.2,9,80,3392,"Иридоциклит, вызванный линзами"
H20.8,9,80,3393,Другие иридоциклиты
H20.9,9,80,3394,Иридоциклит неуточненный
H21,9,80,3395,Другие болезни радужной оболочки и цилиарного тела
H21.0,9,80,3396,Гифема
H21.1,9,80,3397,Другие сосудистые болезни радужной оболочки и цилиарного тела
H21.2,9,80,3398,Дегенерация радужной оболочки и цилиарного тела
H21.3,9,80,3399,"Киста радужной оболочки, цилиарного тела и передней камеры глаза"
H21.4,9,80,3400,Зрачковые мембраны
H21.5,9,80,3401,Другие виды спаек и разрывов радужной оболочки и цилиарного тела
H21.8,9,80,3402,Другие уточненные болезни радужной оболочки и цилиарного тела
H21.9,9,80,3403,Болезнь радужной оболочки и цилиарного тела неуточненная
H22,9,80,3404,"Поражения радужной оболочки и цилиарного тела при болезнях, классифицированных в других рубриках"
H22.0,9,80,3405,"Иридоциклит при инфекционных болезнях, классифицированных в других рубриках"
H22.1,9,80,3406,"Иридоциклит при болезнях, классифицированных в других рубриках"
H22.8,9,80,3407,"Другие поражения радужной оболочки и цилиарного тела при болезнях, классифицированных в других рубриках"
H25,9,81,3408,Старческая катаракта
H25.0,9,81,3409,Начальная старческая катаракта
H25.1,9,81,3410,Старческая ядерная катаракта
H25.2,9,81,3411,Старческая морганиева катаракта
H25.8,9,81,3412,Другие старческие катаракты
H25.9,9,81,3413,Старческая катаракта неуточненная
H26,9,81,3414,Другие катаракты
H26.0,9,81,3415,"Детская, юношеская и пресенильная катаракта"
H26.1,9,81,3416,Травматическая катаракта
H26.2,9,81,3417,Осложненная катаракта
